"id","setId","slot","name","parts","icon","worldPrefab","gridW","gridH","itemType","weight"
"6606","66","Leg","Preset_66 Leg","Chr_LegRight_Male_04;Chr_KneeAttachRight_10;Chr_LegLeft_Male_04;Chr_KneeAttachLeft_10","set_066_Leg.png","Assets/Game/Prefabs/Equipment/World/set_066_Leg_World.prefab","4","3","Leg","4"
"6607","66","Back","Preset_66 Back","Chr_BackAttachment_06","set_066_Back.png","Assets/Game/Prefabs/Equipment/World/set_066_Back_World.prefab","4","3","BackSlot","2"
"6702","67","Body","Preset_67 Body","Chr_Torso_Female_27;Chr_ArmUpperRight_Female_13;Chr_ArmUpperLeft_Female_13;Chr_ShoulderAttachRight_17","set_067_Body.png","Assets/Game/Prefabs/Equipment/World/set_067_Body_World.prefab","4","6","Body","7"
"6704","67","Forearm","Preset_67 Forearm","Chr_ArmLowerRight_Female_07;Chr_ArmLowerLeft_Female_07;Chr_HandRight_Female_09;Chr_HandLeft_Female_09","set_067_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_067_Forearm_World.prefab","2","3","Forearm","2"
"6705","67","Hips","Preset_67 Hips","Chr_HipsAttachment_04;Chr_Hips_Female_13","set_067_Hips.png","Assets/Game/Prefabs/Equipment/World/set_067_Hips_World.prefab","4","5","Hips","3"
"6706","67","Leg","Preset_67 Leg","Chr_LegRight_Female_13;Chr_KneeAttachRight_08;Chr_LegLeft_Female_13;Chr_KneeAttachLeft_08","set_067_Leg.png","Assets/Game/Prefabs/Equipment/World/set_067_Leg_World.prefab","4","3","Leg","4"
"6707","67","Back","Preset_67 Back","Chr_BackAttachment_10","set_067_Back.png","Assets/Game/Prefabs/Equipment/World/set_067_Back_World.prefab","4","3","BackSlot","2"
"6801","68","Head","Preset_68 Head","Chr_HelmetAttachment_09","set_068_Head.png","Assets/Game/Prefabs/Equipment/World/set_068_Head_World.prefab","3","3","Head","1.5"
"6802","68","Body","Preset_68 Body","Chr_Torso_Male_21;Chr_ArmUpperRight_Male_15;Chr_ArmUpperLeft_Male_15;Chr_ShoulderAttachRight_02;Chr_ShoulderAttachLeft_02","set_068_Body.png","Assets/Game/Prefabs/Equipment/World/set_068_Body_World.prefab","4","6","Body","7"
"6804","68","Forearm","Preset_68 Forearm","Chr_ArmLowerRight_Male_16;Chr_ArmLowerLeft_Male_16;Chr_HandRight_Male_12;Chr_HandLeft_Male_12","set_068_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_068_Forearm_World.prefab","2","3","Forearm","2"
"6805","68","Hips","Preset_68 Hips","Chr_HipsAttachment_10;Chr_Hips_Male_03","set_068_Hips.png","Assets/Game/Prefabs/Equipment/World/set_068_Hips_World.prefab","4","5","Hips","3"
"6806","68","Leg","Preset_68 Leg","Chr_LegRight_Male_14;Chr_KneeAttachRight_02;Chr_LegLeft_Male_14","set_068_Leg.png","Assets/Game/Prefabs/Equipment/World/set_068_Leg_World.prefab","4","3","Leg","4"
"6807","68","Back","Preset_68 Back","Chr_BackAttachment_10","set_068_Back.png","Assets/Game/Prefabs/Equipment/World/set_068_Back_World.prefab","4","3","BackSlot","2"
"6901","69","Head","Preset_69 Head","Chr_HeadCoverings_No_Hair_11","set_069_Head.png","Assets/Game/Prefabs/Equipment/World/set_069_Head_World.prefab","3","3","Head","1.5"
"6902","69","Body","Preset_69 Body","Chr_Torso_Male_02;Chr_ArmUpperRight_Male_10;Chr_ArmUpperLeft_Male_19","set_069_Body.png","Assets/Game/Prefabs/Equipment/World/set_069_Body_World.prefab","4","6","Body","7"
"6904","69","Forearm","Preset_69 Forearm","Chr_ArmLowerRight_Male_09;Chr_ArmLowerLeft_Male_09;Chr_HandRight_Male_09;Chr_HandLeft_Male_09","set_069_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_069_Forearm_World.prefab","2","3","Forearm","2"
"6905","69","Hips","Preset_69 Hips","Chr_HipsAttachment_12;Chr_Hips_Male_13","set_069_Hips.png","Assets/Game/Prefabs/Equipment/World/set_069_Hips_World.prefab","4","5","Hips","3"
"6906","69","Leg","Preset_69 Leg","Chr_LegRight_Male_11;Chr_LegLeft_Male_11;Chr_KneeAttachLeft_08","set_069_Leg.png","Assets/Game/Prefabs/Equipment/World/set_069_Leg_World.prefab","4","3","Leg","4"
"6907","69","Back","Preset_69 Back","Chr_BackAttachment_14","set_069_Back.png","Assets/Game/Prefabs/Equipment/World/set_069_Back_World.prefab","4","3","BackSlot","2"
"7001","70","Head","Preset_70 Head","Chr_HelmetAttachment_10","set_070_Head.png","Assets/Game/Prefabs/Equipment/World/set_070_Head_World.prefab","3","3","Head","1.5"
"7002","70","Body","Preset_70 Body","Chr_Torso_Male_26;Chr_ArmUpperRight_Male_04;Chr_ArmUpperLeft_Male_16;Chr_ShoulderAttachRight_09;Chr_ShoulderAttachLeft_09","set_070_Body.png","Assets/Game/Prefabs/Equipment/World/set_070_Body_World.prefab","4","6","Body","7"
"7004","70","Forearm","Preset_70 Forearm","Chr_ArmLowerRight_Male_09;Chr_ArmLowerLeft_Male_09;Chr_HandRight_Male_03;Chr_HandLeft_Male_03","set_070_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_070_Forearm_World.prefab","2","3","Forearm","2"
"7005","70","Hips","Preset_70 Hips","Chr_HipsAttachment_10;Chr_Hips_Male_27","set_070_Hips.png","Assets/Game/Prefabs/Equipment/World/set_070_Hips_World.prefab","4","5","Hips","3"
"7006","70","Leg","Preset_70 Leg","Chr_LegRight_Male_19;Chr_KneeAttachRight_03;Chr_LegLeft_Male_19;Chr_KneeAttachLeft_03","set_070_Leg.png","Assets/Game/Prefabs/Equipment/World/set_070_Leg_World.prefab","4","3","Leg","4"
"7101","71","Head","Preset_71 Head","Chr_HeadCoverings_No_Hair_03","set_071_Head.png","Assets/Game/Prefabs/Equipment/World/set_071_Head_World.prefab","3","3","Head","1.5"
"7102","71","Body","Preset_71 Body","Chr_Torso_Male_26;Chr_ArmUpperRight_Male_17;Chr_ArmUpperLeft_Male_17;Chr_ShoulderAttachRight_16;Chr_ShoulderAttachLeft_21","set_071_Body.png","Assets/Game/Prefabs/Equipment/World/set_071_Body_World.prefab","4","6","Body","7"
"7104","71","Forearm","Preset_71 Forearm","Chr_ArmLowerRight_Male_04;Chr_ArmLowerLeft_Male_04;Chr_HandRight_Male_02;Chr_HandLeft_Male_02","set_071_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_071_Forearm_World.prefab","2","3","Forearm","2"
"7105","71","Hips","Preset_71 Hips","Chr_Hips_Male_09","set_071_Hips.png","Assets/Game/Prefabs/Equipment/World/set_071_Hips_World.prefab","4","5","Hips","3"
"7106","71","Leg","Preset_71 Leg","Chr_LegRight_Male_17;Chr_KneeAttachRight_05;Chr_LegLeft_Male_17;Chr_KneeAttachLeft_05","set_071_Leg.png","Assets/Game/Prefabs/Equipment/World/set_071_Leg_World.prefab","4","3","Leg","4"
"7202","72","Body","Preset_72 Body","Chr_Torso_Female_12;Chr_ArmUpperRight_Female_12;Chr_ArmUpperLeft_Female_12;Chr_ShoulderAttachRight_03;Chr_ShoulderAttachLeft_03","set_072_Body.png","Assets/Game/Prefabs/Equipment/World/set_072_Body_World.prefab","4","6","Body","7"
"7204","72","Forearm","Preset_72 Forearm","Chr_ArmLowerRight_Female_18;Chr_ArmLowerLeft_Female_18;Chr_HandRight_Female_16;Chr_HandLeft_Female_16","set_072_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_072_Forearm_World.prefab","2","3","Forearm","2"
"7205","72","Hips","Preset_72 Hips","Chr_HipsAttachment_10;Chr_Hips_Female_18","set_072_Hips.png","Assets/Game/Prefabs/Equipment/World/set_072_Hips_World.prefab","4","5","Hips","3"
"7206","72","Leg","Preset_72 Leg","Chr_LegRight_Female_16;Chr_LegLeft_Female_16","set_072_Leg.png","Assets/Game/Prefabs/Equipment/World/set_072_Leg_World.prefab","4","3","Leg","4"
"7207","72","Back","Preset_72 Back","Chr_BackAttachment_04","set_072_Back.png","Assets/Game/Prefabs/Equipment/World/set_072_Back_World.prefab","4","3","BackSlot","2"
"7301","73","Head","Preset_73 Head","Chr_HelmetAttachment_09","set_073_Head.png","Assets/Game/Prefabs/Equipment/World/set_073_Head_World.prefab","3","3","Head","1.5"
"7302","73","Body","Preset_73 Body","Chr_Torso_Female_26;Chr_ArmUpperRight_Female_09;Chr_ArmUpperLeft_Female_09","set_073_Body.png","Assets/Game/Prefabs/Equipment/World/set_073_Body_World.prefab","4","6","Body","7"
"7304","73","Forearm","Preset_73 Forearm","Chr_ArmLowerRight_Female_15;Chr_ArmLowerLeft_Female_18;Chr_HandRight_Female_10;Chr_HandLeft_Female_10","set_073_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_073_Forearm_World.prefab","2","3","Forearm","2"
"7305","73","Hips","Preset_73 Hips","Chr_HipsAttachment_01;Chr_Hips_Female_05","set_073_Hips.png","Assets/Game/Prefabs/Equipment/World/set_073_Hips_World.prefab","4","5","Hips","3"
"7306","73","Leg","Preset_73 Leg","Chr_LegRight_Female_05;Chr_LegLeft_Female_05;Chr_KneeAttachLeft_09","set_073_Leg.png","Assets/Game/Prefabs/Equipment/World/set_073_Leg_World.prefab","4","3","Leg","4"
"7307","73","Back","Preset_73 Back","Chr_BackAttachment_11","set_073_Back.png","Assets/Game/Prefabs/Equipment/World/set_073_Back_World.prefab","4","3","BackSlot","2"
"7401","74","Head","Preset_74 Head","Chr_HelmetAttachment_04","set_074_Head.png","Assets/Game/Prefabs/Equipment/World/set_074_Head_World.prefab","3","3","Head","1.5"
"7402","74","Body","Preset_74 Body","Chr_Torso_Male_21;Chr_ArmUpperRight_Male_03;Chr_ArmUpperLeft_Male_03;Chr_ShoulderAttachRight_20","set_074_Body.png","Assets/Game/Prefabs/Equipment/World/set_074_Body_World.prefab","4","6","Body","7"
"7404","74","Forearm","Preset_74 Forearm","Chr_ArmLowerRight_Male_10;Chr_ArmLowerLeft_Male_10;Chr_HandRight_Male_11;Chr_HandLeft_Male_11","set_074_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_074_Forearm_World.prefab","2","3","Forearm","2"
"7405","74","Hips","Preset_74 Hips","Chr_Hips_Male_19","set_074_Hips.png","Assets/Game/Prefabs/Equipment/World/set_074_Hips_World.prefab","4","5","Hips","3"
"7406","74","Leg","Preset_74 Leg","Chr_LegRight_Male_06;Chr_KneeAttachRight_11;Chr_LegLeft_Male_06","set_074_Leg.png","Assets/Game/Prefabs/Equipment/World/set_074_Leg_World.prefab","4","3","Leg","4"
"7407","74","Back","Preset_74 Back","Chr_BackAttachment_11","set_074_Back.png","Assets/Game/Prefabs/Equipment/World/set_074_Back_World.prefab","4","3","BackSlot","2"
"7501","75","Head","Preset_75 Head","Chr_HeadCoverings_Base_Hair_05","set_075_Head.png","Assets/Game/Prefabs/Equipment/World/set_075_Head_World.prefab","3","3","Head","1.5"
"7502","75","Body","Preset_75 Body","Chr_Torso_Male_14;Chr_ArmUpperRight_Male_09;Chr_ArmUpperLeft_Male_09;Chr_ShoulderAttachRight_07;Chr_ShoulderAttachLeft_07","set_075_Body.png","Assets/Game/Prefabs/Equipment/World/set_075_Body_World.prefab","4","6","Body","7"
"7504","75","Forearm","Preset_75 Forearm","Chr_ArmLowerRight_Male_11;Chr_ArmLowerLeft_Male_11;Chr_HandRight_Male_04;Chr_HandLeft_Male_04","set_075_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_075_Forearm_World.prefab","2","3","Forearm","2"
"7505","75","Hips","Preset_75 Hips","Chr_HipsAttachment_03;Chr_Hips_Male_03","set_075_Hips.png","Assets/Game/Prefabs/Equipment/World/set_075_Hips_World.prefab","4","5","Hips","3"
"7506","75","Leg","Preset_75 Leg","Chr_LegRight_Male_03;Chr_KneeAttachRight_01;Chr_LegLeft_Male_03","set_075_Leg.png","Assets/Game/Prefabs/Equipment/World/set_075_Leg_World.prefab","4","3","Leg","4"
"7507","75","Back","Preset_75 Back","Chr_BackAttachment_05","set_075_Back.png","Assets/Game/Prefabs/Equipment/World/set_075_Back_World.prefab","4","3","BackSlot","2"
"7602","76","Body","Preset_76 Body","Chr_Torso_Male_13;Chr_ArmUpperRight_Male_19;Chr_ArmUpperLeft_Male_19;Chr_ShoulderAttachRight_12;Chr_ShoulderAttachLeft_12","set_076_Body.png","Assets/Game/Prefabs/Equipment/World/set_076_Body_World.prefab","4","6","Body","7"
"7604","76","Forearm","Preset_76 Forearm","Chr_ArmLowerRight_Male_05;Chr_ArmLowerLeft_Male_04;Chr_HandRight_Male_11;Chr_HandLeft_Male_13","set_076_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_076_Forearm_World.prefab","2","3","Forearm","2"
"7605","76","Hips","Preset_76 Hips","Chr_HipsAttachment_05;Chr_Hips_Male_19","set_076_Hips.png","Assets/Game/Prefabs/Equipment/World/set_076_Hips_World.prefab","4","5","Hips","3"
"7606","76","Leg","Preset_76 Leg","Chr_LegRight_Male_03;Chr_KneeAttachRight_03;Chr_LegLeft_Male_03","set_076_Leg.png","Assets/Game/Prefabs/Equipment/World/set_076_Leg_World.prefab","4","3","Leg","4"
"7607","76","Back","Preset_76 Back","Chr_BackAttachment_13","set_076_Back.png","Assets/Game/Prefabs/Equipment/World/set_076_Back_World.prefab","4","3","BackSlot","2"
"7701","77","Head","Preset_77 Head","Chr_HeadCoverings_Base_Hair_04","set_077_Head.png","Assets/Game/Prefabs/Equipment/World/set_077_Head_World.prefab","3","3","Head","1.5"
"7702","77","Body","Preset_77 Body","Chr_Torso_Male_11;Chr_ArmUpperRight_Male_16;Chr_ArmUpperLeft_Male_00","set_077_Body.png","Assets/Game/Prefabs/Equipment/World/set_077_Body_World.prefab","4","6","Body","7"
"7704","77","Forearm","Preset_77 Forearm","Chr_ArmLowerRight_Male_08;Chr_ArmLowerLeft_Male_08;Chr_HandRight_Male_01;Chr_HandLeft_Male_03","set_077_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_077_Forearm_World.prefab","2","3","Forearm","2"
"7705","77","Hips","Preset_77 Hips","Chr_HipsAttachment_03;Chr_Hips_Male_06","set_077_Hips.png","Assets/Game/Prefabs/Equipment/World/set_077_Hips_World.prefab","4","5","Hips","3"
"7706","77","Leg","Preset_77 Leg","Chr_LegRight_Male_06;Chr_KneeAttachRight_07;Chr_LegLeft_Male_06;Chr_KneeAttachLeft_07","set_077_Leg.png","Assets/Game/Prefabs/Equipment/World/set_077_Leg_World.prefab","4","3","Leg","4"
"7801","78","Head","Preset_78 Head","Chr_HelmetAttachment_01","set_078_Head.png","Assets/Game/Prefabs/Equipment/World/set_078_Head_World.prefab","3","3","Head","1.5"
"7802","78","Body","Preset_78 Body","Chr_Torso_Female_05;Chr_ArmUpperRight_Female_00;Chr_ArmUpperLeft_Female_13;Chr_ShoulderAttachRight_08;Chr_ShoulderAttachLeft_06","set_078_Body.png","Assets/Game/Prefabs/Equipment/World/set_078_Body_World.prefab","4","6","Body","7"
"7804","78","Forearm","Preset_78 Forearm","Chr_ArmLowerRight_Female_04;Chr_ArmLowerLeft_Female_04;Chr_HandRight_Female_16;Chr_HandLeft_Female_16","set_078_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_078_Forearm_World.prefab","2","3","Forearm","2"
"7805","78","Hips","Preset_78 Hips","Chr_HipsAttachment_04;Chr_Hips_Female_23","set_078_Hips.png","Assets/Game/Prefabs/Equipment/World/set_078_Hips_World.prefab","4","5","Hips","3"
"7806","78","Leg","Preset_78 Leg","Chr_LegRight_Female_18;Chr_LegLeft_Female_05;Chr_KneeAttachLeft_08","set_078_Leg.png","Assets/Game/Prefabs/Equipment/World/set_078_Leg_World.prefab","4","3","Leg","4"
"7807","78","Back","Preset_78 Back","Chr_BackAttachment_12","set_078_Back.png","Assets/Game/Prefabs/Equipment/World/set_078_Back_World.prefab","4","3","BackSlot","2"
"7901","79","Head","Preset_79 Head","Chr_HeadCoverings_Base_Hair_10","set_079_Head.png","Assets/Game/Prefabs/Equipment/World/set_079_Head_World.prefab","3","3","Head","1.5"
"7902","79","Body","Preset_79 Body","Chr_Torso_Male_24;Chr_ArmUpperRight_Male_13;Chr_ArmUpperLeft_Male_13;Chr_ShoulderAttachRight_15;Chr_ShoulderAttachLeft_15","set_079_Body.png","Assets/Game/Prefabs/Equipment/World/set_079_Body_World.prefab","4","6","Body","7"
"7904","79","Forearm","Preset_79 Forearm","Chr_ArmLowerRight_Male_11;Chr_ArmLowerLeft_Male_11;Chr_HandRight_Male_10;Chr_HandLeft_Male_10","set_079_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_079_Forearm_World.prefab","2","3","Forearm","2"
"7905","79","Hips","Preset_79 Hips","Chr_HipsAttachment_06;Chr_Hips_Male_14","set_079_Hips.png","Assets/Game/Prefabs/Equipment/World/set_079_Hips_World.prefab","4","5","Hips","3"
"7906","79","Leg","Preset_79 Leg","Chr_LegRight_Male_07;Chr_KneeAttachRight_08;Chr_LegLeft_Male_07","set_079_Leg.png","Assets/Game/Prefabs/Equipment/World/set_079_Leg_World.prefab","4","3","Leg","4"
"7907","79","Back","Preset_79 Back","Chr_BackAttachment_15","set_079_Back.png","Assets/Game/Prefabs/Equipment/World/set_079_Back_World.prefab","4","3","BackSlot","2"
"8001","80","Head","Preset_80 Head","Chr_HelmetAttachment_07","set_080_Head.png","Assets/Game/Prefabs/Equipment/World/set_080_Head_World.prefab","3","3","Head","1.5"
"8002","80","Body","Preset_80 Body","Chr_Torso_Male_07;Chr_ArmUpperRight_Male_05;Chr_ArmUpperLeft_Male_05;Chr_ShoulderAttachRight_08;Chr_ShoulderAttachLeft_15","set_080_Body.png","Assets/Game/Prefabs/Equipment/World/set_080_Body_World.prefab","4","6","Body","7"
"8004","80","Forearm","Preset_80 Forearm","Chr_ArmLowerRight_Male_04;Chr_ArmLowerLeft_Male_04;Chr_HandRight_Male_00;Chr_HandLeft_Male_12","set_080_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_080_Forearm_World.prefab","2","3","Forearm","2"
"8005","80","Hips","Preset_80 Hips","Chr_HipsAttachment_09;Chr_Hips_Male_02","set_080_Hips.png","Assets/Game/Prefabs/Equipment/World/set_080_Hips_World.prefab","4","5","Hips","3"
"8006","80","Leg","Preset_80 Leg","Chr_LegRight_Male_17;Chr_LegLeft_Male_17","set_080_Leg.png","Assets/Game/Prefabs/Equipment/World/set_080_Leg_World.prefab","4","3","Leg","4"
"8007","80","Back","Preset_80 Back","Chr_BackAttachment_14","set_080_Back.png","Assets/Game/Prefabs/Equipment/World/set_080_Back_World.prefab","4","3","BackSlot","2"
"8102","81","Body","Preset_81 Body","Chr_Torso_Female_03;Chr_ArmUpperRight_Female_20;Chr_ArmUpperLeft_Female_20","set_081_Body.png","Assets/Game/Prefabs/Equipment/World/set_081_Body_World.prefab","4","6","Body","7"
"8104","81","Forearm","Preset_81 Forearm","Chr_ArmLowerRight_Female_06;Chr_ArmLowerLeft_Female_07;Chr_HandRight_Female_02;Chr_HandLeft_Female_01","set_081_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_081_Forearm_World.prefab","2","3","Forearm","2"
"8105","81","Hips","Preset_81 Hips","Chr_HipsAttachment_02;Chr_Hips_Female_17","set_081_Hips.png","Assets/Game/Prefabs/Equipment/World/set_081_Hips_World.prefab","4","5","Hips","3"
"8106","81","Leg","Preset_81 Leg","Chr_LegRight_Female_08;Chr_KneeAttachRight_05;Chr_LegLeft_Female_08;Chr_KneeAttachLeft_04","set_081_Leg.png","Assets/Game/Prefabs/Equipment/World/set_081_Leg_World.prefab","4","3","Leg","4"
"8107","81","Back","Preset_81 Back","Chr_BackAttachment_11","set_081_Back.png","Assets/Game/Prefabs/Equipment/World/set_081_Back_World.prefab","4","3","BackSlot","2"
"8201","82","Head","Preset_82 Head","Chr_HeadCoverings_Base_Hair_03","set_082_Head.png","Assets/Game/Prefabs/Equipment/World/set_082_Head_World.prefab","3","3","Head","1.5"
"8202","82","Body","Preset_82 Body","Chr_Torso_Male_12;Chr_ArmUpperRight_Male_19;Chr_ArmUpperLeft_Male_19;Chr_ShoulderAttachRight_10;Chr_ShoulderAttachLeft_10","set_082_Body.png","Assets/Game/Prefabs/Equipment/World/set_082_Body_World.prefab","4","6","Body","7"
"8204","82","Forearm","Preset_82 Forearm","Chr_ArmLowerRight_Male_16;Chr_ArmLowerLeft_Male_16;Chr_HandRight_Male_10;Chr_HandLeft_Male_10","set_082_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_082_Forearm_World.prefab","2","3","Forearm","2"
"8205","82","Hips","Preset_82 Hips","Chr_HipsAttachment_12;Chr_Hips_Male_26","set_082_Hips.png","Assets/Game/Prefabs/Equipment/World/set_082_Hips_World.prefab","4","5","Hips","3"
"8206","82","Leg","Preset_82 Leg","Chr_LegRight_Male_12;Chr_LegLeft_Male_12;Chr_KneeAttachLeft_10","set_082_Leg.png","Assets/Game/Prefabs/Equipment/World/set_082_Leg_World.prefab","4","3","Leg","4"
"8301","83","Head","Preset_83 Head","Chr_HelmetAttachment_02","set_083_Head.png","Assets/Game/Prefabs/Equipment/World/set_083_Head_World.prefab","3","3","Head","1.5"
"8302","83","Body","Preset_83 Body","Chr_Torso_Female_18;Chr_ArmUpperRight_Female_13;Chr_ArmUpperLeft_Female_13;Chr_ShoulderAttachRight_08;Chr_ShoulderAttachLeft_08","set_083_Body.png","Assets/Game/Prefabs/Equipment/World/set_083_Body_World.prefab","4","6","Body","7"
"8304","83","Forearm","Preset_83 Forearm","Chr_ArmLowerRight_Female_03;Chr_ArmLowerLeft_Female_03;Chr_HandRight_Female_17;Chr_HandLeft_Female_17","set_083_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_083_Forearm_World.prefab","2","3","Forearm","2"
"8305","83","Hips","Preset_83 Hips","Chr_HipsAttachment_06;Chr_Hips_Female_22","set_083_Hips.png","Assets/Game/Prefabs/Equipment/World/set_083_Hips_World.prefab","4","5","Hips","3"
"8306","83","Leg","Preset_83 Leg","Chr_LegRight_Female_17;Chr_LegLeft_Female_17;Chr_KneeAttachLeft_11","set_083_Leg.png","Assets/Game/Prefabs/Equipment/World/set_083_Leg_World.prefab","4","3","Leg","4"
"8307","83","Back","Preset_83 Back","Chr_BackAttachment_11","set_083_Back.png","Assets/Game/Prefabs/Equipment/World/set_083_Back_World.prefab","4","3","BackSlot","2"
"8401","84","Head","Preset_84 Head","Chr_HelmetAttachment_05","set_084_Head.png","Assets/Game/Prefabs/Equipment/World/set_084_Head_World.prefab","3","3","Head","1.5"
"8402","84","Body","Preset_84 Body","Chr_Torso_Female_06;Chr_ArmUpperRight_Female_16;Chr_ArmUpperLeft_Female_16;Chr_ShoulderAttachRight_11","set_084_Body.png","Assets/Game/Prefabs/Equipment/World/set_084_Body_World.prefab","4","6","Body","7"
"8404","84","Forearm","Preset_84 Forearm","Chr_ArmLowerRight_Female_13;Chr_ArmLowerLeft_Female_13;Chr_HandRight_Female_14;Chr_HandLeft_Female_14","set_084_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_084_Forearm_World.prefab","2","3","Forearm","2"
"8405","84","Hips","Preset_84 Hips","Chr_Hips_Female_10","set_084_Hips.png","Assets/Game/Prefabs/Equipment/World/set_084_Hips_World.prefab","4","5","Hips","3"
"8406","84","Leg","Preset_84 Leg","Chr_LegRight_Female_05;Chr_KneeAttachRight_10;Chr_LegLeft_Female_05;Chr_KneeAttachLeft_10","set_084_Leg.png","Assets/Game/Prefabs/Equipment/World/set_084_Leg_World.prefab","4","3","Leg","4"
"8407","84","Back","Preset_84 Back","Chr_BackAttachment_02","set_084_Back.png","Assets/Game/Prefabs/Equipment/World/set_084_Back_World.prefab","4","3","BackSlot","2"
"8502","85","Body","Preset_85 Body","Chr_Torso_Male_17;Chr_ArmUpperRight_Male_19;Chr_ArmUpperLeft_Male_12;Chr_ShoulderAttachRight_13;Chr_ShoulderAttachLeft_13","set_085_Body.png","Assets/Game/Prefabs/Equipment/World/set_085_Body_World.prefab","4","6","Body","7"
"8504","85","Forearm","Preset_85 Forearm","Chr_ArmLowerRight_Male_03;Chr_ArmLowerLeft_Male_03;Chr_HandRight_Male_15;Chr_HandLeft_Male_15","set_085_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_085_Forearm_World.prefab","2","3","Forearm","2"
"8505","85","Hips","Preset_85 Hips","Chr_HipsAttachment_10;Chr_Hips_Male_17","set_085_Hips.png","Assets/Game/Prefabs/Equipment/World/set_085_Hips_World.prefab","4","5","Hips","3"
"8506","85","Leg","Preset_85 Leg","Chr_LegRight_Male_10;Chr_KneeAttachRight_01;Chr_LegLeft_Male_10;Chr_KneeAttachLeft_01","set_085_Leg.png","Assets/Game/Prefabs/Equipment/World/set_085_Leg_World.prefab","4","3","Leg","4"
"8507","85","Back","Preset_85 Back","Chr_BackAttachment_04","set_085_Back.png","Assets/Game/Prefabs/Equipment/World/set_085_Back_World.prefab","4","3","BackSlot","2"
"8601","86","Head","Preset_86 Head","Chr_HeadCoverings_No_Hair_03","set_086_Head.png","Assets/Game/Prefabs/Equipment/World/set_086_Head_World.prefab","3","3","Head","1.5"
"8602","86","Body","Preset_86 Body","Chr_Torso_Female_25;Chr_ArmUpperRight_Female_13;Chr_ArmUpperLeft_Female_13;Chr_ShoulderAttachRight_21;Chr_ShoulderAttachLeft_21","set_086_Body.png","Assets/Game/Prefabs/Equipment/World/set_086_Body_World.prefab","4","6","Body","7"
"8604","86","Forearm","Preset_86 Forearm","Chr_ArmLowerRight_Female_17;Chr_ArmLowerLeft_Female_17;Chr_HandRight_Female_12;Chr_HandLeft_Female_12","set_086_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_086_Forearm_World.prefab","2","3","Forearm","2"
"8605","86","Hips","Preset_86 Hips","Chr_Hips_Female_19","set_086_Hips.png","Assets/Game/Prefabs/Equipment/World/set_086_Hips_World.prefab","4","5","Hips","3"
"8606","86","Leg","Preset_86 Leg","Chr_LegRight_Female_16;Chr_KneeAttachRight_07;Chr_LegLeft_Female_03","set_086_Leg.png","Assets/Game/Prefabs/Equipment/World/set_086_Leg_World.prefab","4","3","Leg","4"
"8607","86","Back","Preset_86 Back","Chr_BackAttachment_10","set_086_Back.png","Assets/Game/Prefabs/Equipment/World/set_086_Back_World.prefab","4","3","BackSlot","2"
"8701","87","Head","Preset_87 Head","Chr_HelmetAttachment_08","set_087_Head.png","Assets/Game/Prefabs/Equipment/World/set_087_Head_World.prefab","3","3","Head","1.5"
"8702","87","Body","Preset_87 Body","Chr_Torso_Female_20;Chr_ArmUpperRight_Female_15;Chr_ArmUpperLeft_Female_15;Chr_ShoulderAttachRight_18;Chr_ShoulderAttachLeft_14","set_087_Body.png","Assets/Game/Prefabs/Equipment/World/set_087_Body_World.prefab","4","6","Body","7"
"8704","87","Forearm","Preset_87 Forearm","Chr_ArmLowerRight_Female_16;Chr_ArmLowerLeft_Female_16;Chr_HandRight_Female_06;Chr_HandLeft_Female_06","set_087_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_087_Forearm_World.prefab","2","3","Forearm","2"
"8705","87","Hips","Preset_87 Hips","Chr_HipsAttachment_07;Chr_Hips_Female_04","set_087_Hips.png","Assets/Game/Prefabs/Equipment/World/set_087_Hips_World.prefab","4","5","Hips","3"
"8706","87","Leg","Preset_87 Leg","Chr_LegRight_Female_17;Chr_KneeAttachRight_04;Chr_LegLeft_Female_17;Chr_KneeAttachLeft_04","set_087_Leg.png","Assets/Game/Prefabs/Equipment/World/set_087_Leg_World.prefab","4","3","Leg","4"
"8707","87","Back","Preset_87 Back","Chr_BackAttachment_10","set_087_Back.png","Assets/Game/Prefabs/Equipment/World/set_087_Back_World.prefab","4","3","BackSlot","2"
